"Name","Character","IsDefaultSkin","EnabledByCalendar","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","SWF","SWFTextureExportName","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","EnvironmentMenu","EnvironmentWardrobe","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds","ShadowSWF","ShadowExportName","ShadowAlpha","OutlineSize","PortraitCameraPosition","PortraitCameraLookAt","PortraitCameraFov","PortraitCameraDefaultModelRotation","PortraitCameraArmyScreenFovAdd","PortraitCameraArmyScreenAltitudeChange","PortraitCameraInfoScreenFovAdd","PortraitCameraInfoScreenAltitudeChange","UseMenuPoseInPortrait","BloomStrength","BloomThreshold"
"AnimeQueen","Archer Queen","FALSE","FALSE","TID_ANIME_QUEEN","image/skin_icons/aq_anime_dl_opt.sctx","sc3d/archerqueen_anime_geo_dl_opt.glb","sc3d/archerqueen_anime_a_dl_opt.sctx","sc3d/archerqueen_anime_n_dl_opt.sctx",,,,,"ArcherQueenAnimeSkin",,10000,225,225,,,"ArcherQueen_Anime_Deploy","ArcherQueen Attack",,,,,"ArcherQueen_Anime_Die","Queen Ability Effect",,,,,,,,"hips_s","ArcherQueen_anime_arrow","ArcherQueen_anime_arrow_rage","ArcherQueen_anime_arrow",,"Anime","AnimeMenu","AnimeWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","sc/buildings.sc","skin_shadow_anime_game",0,25,"0;1450;3800","-100;1300;0",30,55,10,-400,33,700,"FALSE",0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/buildings.sc","skin_shadow_anime",0,,,,,,,,,,,,
"TTRPGQueen","Archer Queen","FALSE","FALSE","TID_TTRPG_QUEEN","image/skin_icons/aq_ttrpg_2024_dl_opt.sctx","sc3d/archerqueen_ttrpg_geo_dl_opt.glb","sc3d/archerqueen_ttrpg_a_dl_opt.sctx","sc3d/archerqueen_ttrpg_n_dl_opt.sctx","sc3d/archerqueen_ttrpg_m_dl_opt.sctx","sc3d/archerqueen_ttrpg_e_dl_opt.sctx",,,"ArcherQueenTTRPGSkin",,10000,225,225,,,"ArcherQueen_TTRPG_Deploy","ArcherQueen_TTRPG_Atk_Proj",,,,,"ArcherQueen_TTRPG_Die","Queen Ability Effect",,,,,,,"bow_s","hips_s","ArcherQueen_ttrpg_arrow","ArcherQueen_ttrpg_arrow_rage","ArcherQueen_ttrpg_arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","50;1600;0",30,55,11,-400,25,150,"FALSE",20,100
"ClashoweenQuen","Archer Queen","FALSE","FALSE","TID_CLASHOWEEN_QUEEN","image/skin_icons/aq_clashoween24_dl_opt.sctx","sc3d/archerqueen_clashoween_geo_dl_opt.glb","sc3d/archerqueen_clashoween_a_dl_opt.sctx","sc3d/archerqueen_clashoween_n_dl_opt.sctx","sc3d/archerqueen_clashoween_m_dl_opt.sctx","sc3d/archerqueen_clashoween_e_dl_opt.sctx",,,"ArcherQueenClashoweenSkin",,10000,225,225,,,"ArcherQueen_Clashoween24_Deploy","ArcherQueen_Clashoween24_Atk_Proj",,,,,"ArcherQueen_Clashoween24_Die","Queen Ability Effect",,,,,,,"fx_bow_s","hips_s","ArcherQueen Clashoween24 arrow","ArcherQueen Clashoween24 arrow rage","ArcherQueen Clashoween24 arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","-120;1600;0",30,55,10,-400,19,-100,"FALSE",20,100
"TH17Queen","Archer Queen","FALSE","FALSE","TID_TH17_QUEEN","image/skin_icons/aq_judgement_dl_opt.sctx","sc3d/archerqueen_th17_geo_dl_opt.glb","sc3d/archerqueen_th17_a_dl_opt.sctx","sc3d/archerqueen_th17_n_dl_opt.sctx","sc3d/archerqueen_th17_m_dl_opt.sctx",,,,"ArcherQueenTH17Skin",,10000,225,225,,,"ArcherQueen_Judgement_Deploy","ArcherQueen_Judgement_Atk_Proj",,,,,"ArcherQueen_Judgement_Die","Queen Ability Effect",,,,,,,"arrow1_s","hips_s","ArcherQueen_judgement_arrow","ArcherQueen_judgement_arrow_rage","ArcherQueen_judgement_arrow",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","50;1600;0",30,55,11,-400,19,-100,"FALSE",20,100
"WarmachineDefault","Warmachine","TRUE","FALSE","TID_WARMACHINE","image/skin_icons/bm_original.sctx","sc3d/buildermachine_default_geo.glb","sc3d/buildermachine_default_a.sctx","sc3d/buildermachine_default_n.sctx","sc3d/buildermachine_default_m.sctx",,,,"BuilderMachineDefaultSkin",,10000,225,225,,,"Warmachine Deploy","Warmachine Attack",,,,"Warmachine Hit","Warmachine Die",,,,"Warmachine Power Hit",,,"warmachine_weapon_glow",,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,200,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"ArmoredMachine","Warmachine","FALSE","FALSE","TID_ARMOREDMACHINE","image/skin_icons/bm_armored_dl_opt.sctx","sc3d/buildermachine_armor_geo_dl_opt.glb","sc3d/buildermachine_armored_a_dl_opt.sctx","sc3d/buildermachine_armored_n_dl_opt.sctx","sc3d/buildermachine_armored_m_dl_opt.sctx",,,,"BuilderMachineArmoredSkin",,10000,225,225,,,"Warmachine Deploy","Warmachine Attack",,,,"Warmachine Hit","Warmachine Die",,,,"Warmachine Power Hit",,,"warmachine_weapon_glow",,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,200,"BASIC",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"Warmachine002","Warmachine","FALSE","FALSE","TID_GOBLINMACHINE","image/skin_icons/bm_armored_dl_opt.sctx","sc3d/battlemachine_goblin_geo_dl_opt.glb","sc3d/battlemachine_goblin_a_dl_opt.sctx","sc3d/battlemachine_goblin_n_dl_opt.sctx","sc3d/battlemachine_goblin_m_dl_opt.sctx",,,,"BattleMachineGoblinSkin",,10000,225,225,,,"Warmachine Deploy","Warmachine Attack",,,,"Warmachine Hit","Warmachine Die",,,,"Warmachine Power Hit",,,"warmachine_weapon_glow",,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,200,"BASIC",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"Warmachine003","Warmachine","FALSE","FALSE","TID_STEAMPUNK_BATTLE_MACHINE","image/skin_icons/bm_steampunk_dl_opt.sctx","sc3d/battlemachine_steampunk_geo_dl_opt.glb","sc3d/battlemachine_steampunk_a_dl_opt.sctx","sc3d/battlemachine_steampunk_n_dl_opt.sctx","sc3d/battlemachine_steampunk_m_dl_opt.sctx",,,,"BattleMachineSteampunkSkin",,10000,225,225,,,"Warmachine Deploy","Warmachine Attack",,,,"Warmachine Hit","Warmachine_Steampunk_Stunned_SFX",,,"skin bm steampunk Charge","skin bm steampunk Power Hit",,,"skin_bm_steampunk_weapon_glow","saw_gear_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,200,"BASIC",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"OfTheNorthMachine","Warmachine","FALSE","FALSE","TID_OFTHENORTH_BATTLE_MACHINE","image/skin_icons/bm_otn_dl_opt.sctx","sc3d/battlemachine_ofthenorth_geo_dl_opt.glb","sc3d/battlemachine_ofthenorth_a_dl_opt.sctx","sc3d/battlemachine_ofthenorth_n_dl_opt.sctx","sc3d/battlemachine_ofthenorth_m_dl_opt.sctx","sc3d/battlemachine_ofthenorth_e_dl_opt.sctx",,,"BattleMachineOfthenorthSkin",,10000,225,225,,,"Warmachine Deploy","Warmachine Attack",,,,"Warmachine winter Hit","Warmachine_Steampunk_Stunned_SFX",,,,"Warmachine Winter Power Hit",,,"warmachine_winter_ability",,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,200,"BASIC",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"Warmachine005","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"Warmachine006","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"Warmachine007","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"Warmachine008","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"Warmachine009","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"Warmachine010","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BattleCopterDefault","Battle Copter","TRUE","FALSE","TID_HERO_BATTLE_COPTER","image/skin_icons/bc_original.sctx","sc3d/battlecopter_default_geo.glb","sc3d/battlecopter_default_a.sctx","sc3d/battlecopter_default_n.sctx","sc3d/battlecopter_default_m.sctx",,,,"BattleCopterDefaultSkin",,10000,225,225,,,"Battle Copter Deploy","Battle Copter Attack",,,,"Battle Copter Hit","Battle Copter Die",,,,,,,,,"mainBody_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,150,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"BattleCopter001","Battle Copter","FALSE","FALSE","TID_STEAMPUNK_BATTLE_COPTER","image/skin_icons/bc_steampunk_dl_opt.sctx","sc3d/battlecopter_steampunk_geo_dl_opt.glb","sc3d/battlecopter_steampunk_a_dl_opt.sctx","sc3d/battlecopter_steampunk_n_dl_opt.sctx","sc3d/battlecopter_steampunk_m_dl_opt.sctx",,,,"BattleCopterSteamPunkSkin",,10000,225,225,,,"Battle Copter Deploy","Battle Copter Steam Punk Attack",,,,"Battle Copter Steam Punk Hit","Battle Copter Die",,,,"BattleCopter Steampunk Bomb Blast lvl 1",,,,"cannon_s","Root","Battlecopter_steampunk_projectile",,"Battlecopter_steampunk_bomb",,"Default","DefaultMenu","DefaultWardrobe",,150,"BASIC",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"BattleCopter002","Battle Copter","FALSE","FALSE","TID_HOTROD_BATTLE_COPTER","image/skin_icons/bc_original.sctx","sc3d/battlecopter_hotrod_geo_dl_opt.glb","sc3d/battlecopter_hotrod_a_dl_opt.sctx","sc3d/battlecopter_hotrod_n_dl_opt.sctx","sc3d/battlecopter_hotrod_m_dl_opt.sctx",,,,"BattleCopterHotRodSkin",,10000,225,225,,,"Battle Copter Deploy","Battle Copter Attack",,,,"Battle Copter Hit","Battle Copter Die",,,,,,,,,"mainBody_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,150,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"PirateCopter","Battle Copter","FALSE","FALSE","TID_PIRATE_BATTLE_COPTER","image/skin_icons/bc_pirate_dl_opt.sctx","sc3d/battlecopter_pirate_geo_dl_opt.glb","sc3d/battlecopter_pirate_a_dl_opt.sctx","sc3d/battlecopter_pirate_n_dl_opt.sctx","sc3d/battlecopter_pirate_m_dl_opt.sctx",,,,"BattleCopterPirateSkin",,10000,225,225,,,"Battle Copter Pirate Deploy","Battle Copter Attack Pirate",,,,"Battle Copter Hit","Battlecopter_Pirate_Die",,,,"BattleCopter Pirate Bomb Blast lvl 1",,,,"cannon_front_s","Root","Battlecopter_pirate_projectile",,"Battlecopter_pirate_bomb",,"Default","DefaultMenu","DefaultWardrobe",,150,"BASIC",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
"BattleCopter004","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BattleCopter005","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BattleCopter006","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BattleCopter007","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BattleCopter008","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BattleCopter009","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"BattleCopter010","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"AnimeChampion","Warrior Princess","FALSE","FALSE","TID_ANIME_CHAMPION","image/skin_icons/rc_anime_dl_opt.sctx","sc3d/royalchampion_anime_geo_dl_opt.glb","sc3d/royalchampion_anime_a_dl_opt.sctx",,,,,,"WarriorPrincessAnimeSkin",,10000,225,225,,,"RoyalChampion_Anime_Deploy","Warrior Princess Attack",,,,,"RoyalChampion_Anime_Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampion_anime_spear",,"RoyalChampion_anime_shield",,"Anime","AnimeMenu","AnimeWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","sc/buildings.sc","skin_shadow_anime_game",0,25,"0;1450;3800","0;1700;0",30,55,7,-200,17,0,"FALSE",0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc/buildings.sc","skin_shadow_anime",0,,,,,,,,,,,,
"TTRPGChampion","Warrior Princess","FALSE","FALSE","TID_TTRPG_CHAMPION","image/skin_icons/rc_ttrpg_2024_dl_opt.sctx","sc3d/royalchampion_ttrpg_geo_dl_opt.glb","sc3d/royalchampion_ttrpg_a_dl_opt.sctx","sc3d/royalchampion_ttrpg_n_dl_opt.sctx","sc3d/royalchampion_ttrpg_m_dl_opt.sctx",,,,"WarriorPrincessTTRPGSkin",,10000,225,225,,,"RoyalChampion_TTRPG_Deploy","RoyalChampion_TTRPG_Atk_Proj",,,,,"RoyalChampion_TTRPG_Die","RoyalChampion_TTRPG_Ability",,,,,,,"L_weapon_01_s","hips_s","RoyalChampion_ttrpg_spear",,"RoyalChampion_ttrpg_shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,21,50,"FALSE",20,100
"IceChampion","Warrior Princess","FALSE","FALSE","TID_ICE_CHAMPION","image/skin_icons/rc_ice_dl_opt.sctx","sc3d/royalchampion_ice_geo_dl_opt.glb","sc3d/royalchampion_ice_a_dl_opt.sctx","sc3d/royalchampion_ice_n_dl_opt.sctx","sc3d/royalchampion_ice_m_dl_opt.sctx","sc3d/royalchampion_ice_e_dl_opt.sctx",,,"WarriorPrincessIceSkin",,10000,225,225,,,"RoyalChampion_Ice_Deploy",,,,,"chr_rc_iceSkin_Hit","RoyalChampion_Ice_Die","Champion Ability Effect",,,"chr_rc_iceSkin_Hit",,,,"spear_s","hips_s","RoyalChampion_iceSkin_Spear",,"RoyalChampion_iceSkin_Shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,15,-50,"FALSE",20,100
"LNY25Champion","Warrior Princess","FALSE","FALSE","TID_LNY25_CHAMPION","image/skin_icons/rc_lny25_dl_opt.sctx","sc3d/royalchampion_lny25_geo_dl_opt.glb","sc3d/royalchampion_lny25_a_dl_opt.sctx","sc3d/royalchampion_lny25_n_dl_opt.sctx","sc3d/royalchampion_lny25_m_dl_opt.sctx","sc3d/royalchampion_lny25_e_dl_opt.sctx",,,"RoyalChampionLny2025Skin",,10000,225,225,,,"RoyalChampion LNY2025 Deploy",,,,,"RoyalChampion LNY2025 Hit","RC_LNY2025_Die",,,,,,,,"L_wrist_s","hips_s","RoyalChampion LNY2025 spear",,"RoyalChampion LNY2025 shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,17,-50,"FALSE",50,100
"MilitaryChampion","Warrior Princess","FALSE","FALSE","TID_MILITARY_CHAMPION","image/skin_icons/rc_action_dl_opt.sctx","sc3d/royalchampion_military_geo_dl_opt.glb","sc3d/royalchampion_military_a_dl_opt.sctx","sc3d/royalchampion_military_n_dl_opt.sctx","sc3d/royalchampion_military_m_dl_opt.sctx",,,,"RoyalChampionMilitarySkin",,10000,225,225,,,"ps_rc_Militaryskin_Deploy",,,,,"ps_rc_militaryskin_hit","RoyalChampion_Military_Die","RoyalChampion_Military_Ability",,,,,,,"L_wrist_s","hips_s","RoyalChampion_militaryskin_Spear",,"RoyalChampion_militaryskin_Shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;1000;0",30,55,7,-200,11,300,"FALSE",20,100
"April25Champion","Warrior Princess","FALSE","FALSE","TID_APRIL25_CHAMPION","image/skin_icons/rc_april25_dl_opt.sctx","sc3d/royalchampion_april25_geo_dl_opt.glb","sc3d/royalchampion_april25_a_dl_opt.sctx","sc3d/royalchampion_april25_n_dl_opt.sctx","sc3d/royalchampion_april25_m_dl_opt.sctx",,,,"RoyalChampionApril25Skin",,10000,225,225,,,"rc_april25skin_Deploy",,,,,"rc_april25skin_Hit","RoyalChampion_April25_Die","RoyalChampion_April25_Ability",,,,,,,,"hips_s","RoyalChampion_april25Skin_Spear",,"RoyalChampion_april25Skin_Shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","20;1700;0",30,55,9,-400,20,-100,"FALSE",20,100
"RoyalChampion033","Warrior Princess","FALSE","FALSE","TID_JAPAN_CHAMPION","image/skin_icons/rc_japan25_dl_opt.sctx","sc3d/royalchampion_japan_geo_dl_opt.glb","sc3d/royalchampion_japan_a_dl_opt.sctx","sc3d/royalchampion_japan_n_dl_opt.sctx","sc3d/royalchampion_japan_m_dl_opt.sctx","sc3d/royalchampion_japan_e_dl_opt.sctx",,,"WarriorPrincessJapanSkin",,10000,225,225,,,"ps_rc_japan25skin_Deploy","Warrior Princess Attack",,,,"ps_rc_japan25skin_Hit","RoyalChampion_Japan25_Die","RoyalChampion_Japan25_Ability",,,,,,,"L_weapon_01_s","hips_s","RoyalChampion_japan25skin_Spear",,"RoyalChampion_japan25skin_Shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,23,50,"FALSE",20,80
"RoyalChampion034","Warrior Princess","FALSE","FALSE","TID_DARKDAYS_CHAMPION","image/skin_icons/rc_darkdays_dl_opt.sctx","sc3d/royalchampion_darkdays_geo_dl_opt.glb","sc3d/royalchampion_darkdays_a_dl_opt.sctx","sc3d/royalchampion_darkdays_n_dl_opt.sctx","sc3d/royalchampion_darkdays_m_dl_opt.sctx",,,,"WarriorPrincessDarkdaysSkin",,10000,225,225,,,"rc_darkdaysskin_Deploy","Warrior Princess Attack",,,,"rc_darkdaysskin_Hit","RoyalChampion_DarkDays_Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampion_darkdaysskin_Spear",,"RoyalChampion_darkdaysskin_Shield",,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;2500;3800","0;1600;0",30,55,7,-200,15,0,"FALSE",20,90
"RoyalChampion035","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,23,1000,"FALSE",0,0
"RoyalChampion036","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"RoyalChampion037","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"RoyalChampion038","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"RoyalChampion039","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
